date,site,parameter,index_value,description,health_advisory,health_effects
7/4/2019,Avalon,PM25T,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/4/2019,Liberty 2,PM25T,73,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/4/2019,Liberty,SO2,17,Good,,
7/4/2019,West Mifflin,SO2,3,Good,,
7/4/2019,Harrison Township,NO2,6,Good,,
7/4/2019,North Braddock,SO2,6,Good,,
7/4/2019,South Fayette,SO2,4,Good,,
7/4/2019,Flag Plaza,CO,5,Good,,
7/4/2019,Parkway East,PM25T,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/4/2019,Lawrenceville 2,SO2,1,Good,,
7/4/2019,Lawrenceville,OZONE,46,Good,,
7/4/2019,Glassport High Street,PM10,23,Good,,
7/4/2019,Lawrenceville 2,CO,4,Good,,
7/4/2019,Parkway East,NO2,13,Good,,
7/4/2019,Liberty 2,PM10,19,Good,,
7/4/2019,Lincoln,PM10,26,Good,,
7/4/2019,Parkway East,CO,6,Good,,
7/4/2019,Harrison Township,OZONE,48,Good,,
7/4/2019,South Fayette,OZONE,47,Good,,
7/4/2019,Flag Plaza,PM10,25,Good,,
7/4/2019,Lawrenceville,PM25B,66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/4/2019,Avalon,SO2,0,Good,,
7/4/2019,Clairton,SO2,0,Good,,
7/5/2019,Harrison Township,NO2,8,Good,,
7/5/2019,Parkway East,NO2,19,Good,,
7/5/2019,Lawrenceville 2,SO2,1,Good,,
7/5/2019,North Braddock,SO2,6,Good,,
7/5/2019,Parkway East,PM25T,65,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/5/2019,Flag Plaza,CO,5,Good,,
7/5/2019,South Fayette,OZONE,39,Good,,
7/5/2019,Lawrenceville,PM25B,79,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/5/2019,Avalon,PM25T,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/5/2019,Avalon,SO2,0,Good,,
7/5/2019,Liberty,SO2,24,Good,,
7/5/2019,Liberty 2,PM25T,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/5/2019,Parkway East,CO,6,Good,,
7/5/2019,Harrison Township,OZONE,44,Good,,
7/5/2019,Flag Plaza,PM10,41,Good,,
7/5/2019,Lincoln,PM25,48,Good,,
7/5/2019,Clairton,SO2,3,Good,,
7/5/2019,Liberty 2,PM10,23,Good,,
7/5/2019,Lincoln,PM10,19,Good,,
7/5/2019,South Fayette,SO2,0,Good,,
7/5/2019,Glassport High Street,PM10,27,Good,,
7/5/2019,Lawrenceville 2,CO,4,Good,,
7/5/2019,Lawrenceville,OZONE,38,Good,,
7/5/2019,North Braddock,PM10B,47,Good,,
7/5/2019,West Mifflin,SO2,14,Good,,
7/6/2019,Lawrenceville 2,CO,3,Good,,
7/6/2019,Lawrenceville,OZONE,44,Good,,
7/6/2019,Liberty 2,PM10,19,Good,,
7/6/2019,Lincoln,PM10,19,Good,,
7/6/2019,Clairton,SO2,0,Good,,
7/6/2019,Flag Plaza,CO,3,Good,,
7/6/2019,Glassport High Street,PM10,21,Good,,
7/6/2019,Liberty,SO2,21,Good,,
7/6/2019,Harrison Township,NO2,9,Good,,
7/6/2019,Parkway East,NO2,13,Good,,
7/6/2019,North Braddock,SO2,3,Good,,
7/6/2019,North Braddock,PM10B,40,Good,,
7/6/2019,Liberty 2,PM25T,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/6/2019,Parkway East,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/6/2019,Lawrenceville 2,SO2,1,Good,,
7/6/2019,South Fayette,SO2,3,Good,,
7/6/2019,West Mifflin,SO2,3,Good,,
7/6/2019,Parkway East,CO,10,Good,,
7/6/2019,Harrison Township,OZONE,44,Good,,
7/6/2019,South Fayette,OZONE,43,Good,,
7/6/2019,Lawrenceville,PM25B,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/6/2019,Avalon,SO2,0,Good,,
7/6/2019,Lincoln,PM25,46,Good,,
7/6/2019,Avalon,PM25T,37,Good,,
7/7/2019,Harrison Township,NO2,6,Good,,
7/7/2019,Parkway East,NO2,9,Good,,
7/7/2019,North Braddock,SO2,1,Good,,
7/7/2019,Lawrenceville 2,SO2,0,Good,,
7/7/2019,Parkway East,CO,7,Good,,
7/7/2019,Glassport High Street,PM10,14,Good,,
7/7/2019,Lawrenceville 2,CO,2,Good,,
7/7/2019,Lawrenceville,OZONE,31,Good,,
7/7/2019,Liberty 2,PM10,16,Good,,
7/7/2019,Lincoln,PM10,19,Good,,
7/7/2019,Lincoln,PM25,30,Good,,
7/7/2019,Liberty 2,PM25T,39,Good,,
7/7/2019,North Braddock,PM10B,30,Good,,
7/7/2019,Avalon,PM25T,40,Good,,
7/7/2019,Clairton,SO2,10,Good,,
7/7/2019,South Fayette,SO2,0,Good,,
7/7/2019,West Mifflin,SO2,1,Good,,
7/7/2019,Flag Plaza,CO,3,Good,,
7/7/2019,Harrison Township,OZONE,35,Good,,
7/7/2019,South Fayette,OZONE,36,Good,,
7/7/2019,Lawrenceville,PM25B,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/7/2019,Parkway East,PM25T,44,Good,,
7/7/2019,Avalon,SO2,0,Good,,
7/7/2019,Liberty,SO2,13,Good,,
7/8/2019,Flag Plaza,PM10,14,Good,,
7/8/2019,North Braddock,PM10B,20,Good,,
7/8/2019,Lawrenceville 2,SO2,4,Good,,
7/8/2019,South Fayette,SO2,1,Good,,
7/8/2019,West Mifflin,SO2,4,Good,,
7/8/2019,Flag Plaza,CO,3,Good,,
7/8/2019,Lawrenceville,OZONE,35,Good,,
7/8/2019,Glassport High Street,PM10,19,Good,,
7/8/2019,Parkway East,PM25T,50,Good,,
7/8/2019,Liberty,SO2,10,Good,,
7/8/2019,Harrison Township,NO2,5,Good,,
7/8/2019,Parkway East,NO2,15,Good,,
7/8/2019,North Braddock,SO2,3,Good,,
7/8/2019,Lawrenceville 2,CO,2,Good,,
7/8/2019,Liberty 2,PM10,14,Good,,
7/8/2019,Avalon,PM25T,45,Good,,
7/8/2019,Clairton,SO2,13,Good,,
7/8/2019,Parkway East,CO,9,Good,,
7/8/2019,Harrison Township,OZONE,31,Good,,
7/8/2019,South Fayette,OZONE,36,Good,,
7/8/2019,Lincoln,PM25,37,Good,,
7/8/2019,Lawrenceville,PM25B,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/8/2019,Avalon,SO2,0,Good,,
7/8/2019,Lincoln,PM10,16,Good,,
7/8/2019,Liberty 2,PM25T,39,Good,,
7/9/2019,Harrison Township,OZONE,49,Good,,
7/9/2019,South Fayette,OZONE,47,Good,,
7/9/2019,Liberty,SO2,4,Good,,
7/9/2019,Lawrenceville 2,SO2,4,Good,,
7/9/2019,Harrison Township,NO2,16,Good,,
7/9/2019,Lincoln,PM25,35,Good,,
7/9/2019,Parkway East,PM25T,45,Good,,
7/9/2019,North Braddock,SO2,3,Good,,
7/9/2019,Flag Plaza,CO,5,Good,,
7/9/2019,Lawrenceville,PM25B,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/9/2019,Avalon,SO2,0,Good,,
7/9/2019,Lincoln,PM10,14,Good,,
7/9/2019,Liberty 2,PM25T,31,Good,,
7/9/2019,South Fayette,SO2,7,Good,,
7/9/2019,Flag Plaza,PM10,18,Good,,
7/9/2019,North Braddock,PM10B,23,Good,,
7/9/2019,Avalon,PM25T,45,Good,,
7/9/2019,Clairton,SO2,16,Good,,
7/9/2019,West Mifflin,SO2,6,Good,,
7/9/2019,Lawrenceville 2,CO,3,Good,,
7/9/2019,Parkway East,CO,5,Good,,
7/9/2019,Parkway East,NO2,10,Good,,
7/9/2019,Lawrenceville,OZONE,46,Good,,
7/9/2019,Glassport High Street,PM10,18,Good,,
7/9/2019,Liberty 2,PM10,13,Good,,
7/10/2019,Flag Plaza,CO,6,Good,,
7/10/2019,South Fayette,OZONE,44,Good,,
7/10/2019,Lawrenceville,PM25B,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/10/2019,Avalon,SO2,0,Good,,
7/10/2019,Clairton,SO2,0,Good,,
7/10/2019,Lawrenceville 2,CO,4,Good,,
7/10/2019,Harrison Township,NO2,12,Good,,
7/10/2019,Parkway East,NO2,13,Good,,
7/10/2019,Lawrenceville,OZONE,50,Good,,
7/10/2019,Liberty 2,PM10,19,Good,,
7/10/2019,Liberty 2,PM25T,66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/10/2019,North Braddock,SO2,9,Good,,
7/10/2019,Harrison Township,OZONE,50,Good,,
7/10/2019,Glassport High Street,PM10,20,Good,,
7/10/2019,Lincoln,PM25,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/10/2019,Avalon,PM25T,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/10/2019,Liberty,SO2,24,Good,,
7/10/2019,Parkway East,CO,5,Good,,
7/10/2019,Parkway East,PM25T,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/10/2019,Lawrenceville 2,SO2,2,Good,,
7/10/2019,Flag Plaza,PM10,21,Good,,
7/10/2019,North Braddock,PM10B,32,Good,,
7/10/2019,Lincoln,PM10,22,Good,,
7/10/2019,South Fayette,SO2,4,Good,,
7/10/2019,West Mifflin,SO2,6,Good,,
7/11/2019,Glassport High Street,PM10,25,Good,,
7/11/2019,Parkway East,PM25T,31,Good,,
7/11/2019,Liberty,SO2,19,Good,,
7/11/2019,Lawrenceville 2,CO,4,Good,,
7/11/2019,Parkway East,NO2,21,Good,,
7/11/2019,Lawrenceville,OZONE,33,Good,,
7/11/2019,Liberty 2,PM10,21,Good,,
7/11/2019,Parkway East,CO,7,Good,,
7/11/2019,Avalon,PM25T,33,Good,,
7/11/2019,Clairton,SO2,4,Good,,
7/11/2019,Lincoln,PM10,19,Good,,
7/11/2019,North Braddock,PM10B,32,Good,,
7/11/2019,South Fayette,SO2,0,Good,,
7/11/2019,West Mifflin,SO2,3,Good,,
7/11/2019,Lawrenceville,PM25B,35,Good,,
7/11/2019,Liberty 2,PM25T,49,Good,,
7/11/2019,Flag Plaza,CO,2,Good,,
7/11/2019,Harrison Township,OZONE,38,Good,,
7/11/2019,South Fayette,OZONE,40,Good,,
7/11/2019,Flag Plaza,PM10,20,Good,,
7/11/2019,Avalon,SO2,0,Good,,
7/11/2019,Lawrenceville 2,SO2,1,Good,,
7/11/2019,Harrison Township,NO2,10,Good,,
7/11/2019,Lincoln,PM25,28,Good,,
7/11/2019,North Braddock,SO2,4,Good,,
7/12/2019,Parkway East,CO,10,Good,,
7/12/2019,Flag Plaza,PM10,14,Good,,
7/12/2019,Lawrenceville 2,SO2,0,Good,,
7/12/2019,Lawrenceville 2,CO,3,Good,,
7/12/2019,Harrison Township,NO2,6,Good,,
7/12/2019,Parkway East,NO2,18,Good,,
7/12/2019,Liberty 2,PM10,12,Good,,
7/12/2019,North Braddock,SO2,1,Good,,
7/12/2019,Lawrenceville,OZONE,44,Good,,
7/12/2019,Glassport High Street,PM10,14,Good,,
7/12/2019,Lincoln,PM25,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/12/2019,Parkway East,PM25T,38,Good,,
7/12/2019,Liberty,SO2,4,Good,,
7/12/2019,Flag Plaza,CO,4,Good,,
7/12/2019,Harrison Township,OZONE,43,Good,,
7/12/2019,South Fayette,OZONE,46,Good,,
7/12/2019,Avalon,PM25T,31,Good,,
7/12/2019,Avalon,SO2,0,Good,,
7/12/2019,Clairton,SO2,0,Good,,
7/12/2019,Liberty 2,PM25T,35,Good,,
7/12/2019,North Braddock,PM10B,22,Good,,
7/12/2019,Lawrenceville,PM25B,50,Good,,
7/12/2019,South Fayette,SO2,1,Good,,
7/12/2019,West Mifflin,SO2,3,Good,,
7/12/2019,Lincoln,PM10,21,Good,,
7/13/2019,Harrison Township,OZONE,50,Good,,
7/13/2019,South Fayette,OZONE,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
7/13/2019,Avalon,PM25T,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/13/2019,Avalon,SO2,1,Good,,
7/13/2019,Liberty,SO2,49,Good,,
7/13/2019,Lawrenceville,OZONE,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
7/13/2019,Glassport High Street,PM10,35,Good,,
7/13/2019,Lincoln,PM25,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/13/2019,Liberty 2,PM25T,78,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/13/2019,Parkway East,PM25T,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/13/2019,South Fayette,SO2,9,Good,,
7/13/2019,Harrison Township,NO2,15,Good,,
7/13/2019,Flag Plaza,PM10,19,Good,,
7/13/2019,Lawrenceville,PM25B,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/13/2019,Lawrenceville 2,SO2,3,Good,,
7/13/2019,North Braddock,SO2,27,Good,,
7/13/2019,North Braddock,PM10B,32,Good,,
7/13/2019,West Mifflin,SO2,24,Good,,
7/13/2019,Flag Plaza,CO,5,Good,,
7/13/2019,Parkway East,CO,19,Good,,
7/13/2019,Parkway East,NO2,20,Good,,
7/13/2019,Clairton,SO2,1,Good,,
7/13/2019,Lawrenceville 2,CO,4,Good,,
7/13/2019,Liberty 2,PM10,30,Good,,
7/13/2019,Lincoln,PM10,36,Good,,
7/14/2019,Flag Plaza,CO,3,Good,,
7/14/2019,South Fayette,OZONE,35,Good,,
7/14/2019,Avalon,SO2,0,Good,,
7/14/2019,Liberty,SO2,50,Good,,
7/14/2019,Harrison Township,NO2,14,Good,,
7/14/2019,Harrison Township,OZONE,36,Good,,
7/14/2019,Avalon,PM25T,42,Good,,
7/14/2019,North Braddock,SO2,4,Good,,
7/14/2019,Lincoln,PM25,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/14/2019,Clairton,SO2,1,Good,,
7/14/2019,Lawrenceville 2,CO,3,Good,,
7/14/2019,Lawrenceville,OZONE,37,Good,,
7/14/2019,Liberty 2,PM10,31,Good,,
7/14/2019,Liberty 2,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/14/2019,Parkway East,PM25T,45,Good,,
7/14/2019,Parkway East,NO2,13,Good,,
7/14/2019,Flag Plaza,PM10,18,Good,,
7/14/2019,Parkway East,CO,8,Good,,
7/14/2019,Glassport High Street,PM10,33,Good,,
7/14/2019,North Braddock,PM10B,35,Good,,
7/14/2019,Lawrenceville,PM25B,45,Good,,
7/14/2019,Lincoln,PM10,29,Good,,
7/14/2019,Lawrenceville 2,SO2,1,Good,,
7/14/2019,South Fayette,SO2,4,Good,,
7/14/2019,West Mifflin,SO2,3,Good,,
7/15/2019,Parkway East,CO,11,Good,,
7/15/2019,Harrison Township,OZONE,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
7/15/2019,South Fayette,OZONE,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
7/15/2019,Glassport High Street,PM10,22,Good,,
7/15/2019,Lawrenceville,PM25B,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/15/2019,Liberty 2,PM25T,69,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/15/2019,Avalon,SO2,0,Good,,
7/15/2019,Liberty,SO2,54,Moderate,,
7/15/2019,Lawrenceville 2,CO,3,Good,,
7/15/2019,Lawrenceville,OZONE,80,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
7/15/2019,Liberty 2,PM10,23,Good,,
7/15/2019,Lincoln,PM10,31,Good,,
7/15/2019,Clairton,SO2,10,Good,,
7/15/2019,Parkway East,NO2,18,Good,,
7/15/2019,Avalon,PM25T,47,Good,,
7/15/2019,North Braddock,PM10B,24,Good,,
7/15/2019,Flag Plaza,CO,5,Good,,
7/15/2019,Harrison Township,NO2,11,Good,,
7/15/2019,North Braddock,SO2,9,Good,,
7/15/2019,Flag Plaza,PM10,19,Good,,
7/15/2019,Lincoln,PM25,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/15/2019,Parkway East,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/15/2019,Lawrenceville 2,SO2,1,Good,,
7/15/2019,South Fayette,SO2,4,Good,,
7/15/2019,West Mifflin,SO2,10,Good,,
7/16/2019,Parkway East,CO,12,Good,,
7/16/2019,Lawrenceville,OZONE,44,Good,,
7/16/2019,Glassport High Street,PM10,31,Good,,
7/16/2019,Parkway East,NO2,20,Good,,
7/16/2019,Lincoln,PM10,30,Good,,
7/16/2019,Flag Plaza,PM10,21,Good,,
7/16/2019,Lincoln,PM25,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/16/2019,Clairton,SO2,1,Good,,
7/16/2019,Lawrenceville 2,CO,4,Good,,
7/16/2019,Liberty 2,PM10,36,Good,,
7/16/2019,Harrison Township,NO2,17,Good,,
7/16/2019,North Braddock,SO2,6,Good,,
7/16/2019,Flag Plaza,CO,4,Good,,
7/16/2019,Harrison Township,OZONE,47,Good,,
7/16/2019,South Fayette,OZONE,44,Good,,
7/16/2019,Lawrenceville,PM25B,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/16/2019,Avalon,PM25T,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/16/2019,Liberty 2,PM25T,75,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/16/2019,Avalon,SO2,0,Good,,
7/16/2019,Liberty,SO2,52,Moderate,,
7/16/2019,North Braddock,PM10B,42,Good,,
7/16/2019,Lawrenceville 2,SO2,5,Good,,
7/16/2019,South Fayette,SO2,3,Good,,
7/16/2019,West Mifflin,SO2,13,Good,,
7/17/2019,Parkway East,CO,5,Good,,
7/17/2019,Harrison Township,OZONE,27,Good,,
7/17/2019,Lawrenceville,OZONE,25,Good,,
7/17/2019,Glassport High Street,PM10,21,Good,,
7/17/2019,Liberty 2,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/17/2019,Parkway East,PM25T,40,Good,,
7/17/2019,Avalon,SO2,0,Good,,
7/17/2019,Lawrenceville 2,CO,2,Good,,
7/17/2019,South Fayette,OZONE,24,Good,,
7/17/2019,Liberty 2,PM10,26,Good,,
7/17/2019,Flag Plaza,PM10,19,Good,,
7/17/2019,North Braddock,PM10B,38,Good,,
7/17/2019,Lincoln,PM25,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/17/2019,Lawrenceville 2,SO2,2,Good,,
7/17/2019,West Mifflin,SO2,3,Good,,
7/17/2019,Harrison Township,NO2,10,Good,,
7/17/2019,South Fayette,SO2,1,Good,,
7/17/2019,Flag Plaza,CO,3,Good,,
7/17/2019,Parkway East,NO2,12,Good,,
7/17/2019,North Braddock,SO2,4,Good,,
7/17/2019,Lincoln,PM10,27,Good,,
7/17/2019,Liberty,SO2,16,Good,,
7/17/2019,Lawrenceville,PM25B,40,Good,,
7/17/2019,Avalon,PM25T,33,Good,,
7/17/2019,Clairton,SO2,0,Good,,
7/18/2019,Harrison Township,NO2,8,Good,,
7/18/2019,Harrison Township,OZONE,42,Good,,
7/18/2019,Lincoln,PM25,35,Good,,
7/18/2019,Parkway East,PM25T,38,Good,,
7/18/2019,North Braddock,SO2,7,Good,,
7/18/2019,Liberty,SO2,24,Good,,
7/18/2019,South Fayette,SO2,1,Good,,
7/18/2019,Flag Plaza,PM10,13,Good,,
7/18/2019,Avalon,PM25T,34,Good,,
7/18/2019,Liberty 2,PM25T,28,Good,,
7/18/2019,Clairton,SO2,0,Good,,
7/18/2019,Parkway East,CO,8,Good,,
7/18/2019,South Fayette,OZONE,43,Good,,
7/18/2019,Avalon,SO2,0,Good,,
7/18/2019,Glassport High Street,PM10,13,Good,,
7/18/2019,Lincoln,PM10,20,Good,,
7/18/2019,Lawrenceville 2,CO,2,Good,,
7/18/2019,Parkway East,NO2,18,Good,,
7/18/2019,Lawrenceville,OZONE,45,Good,,
7/18/2019,Liberty 2,PM10,13,Good,,
7/18/2019,Flag Plaza,CO,2,Good,,
7/18/2019,Lawrenceville 2,SO2,0,Good,,
7/18/2019,North Braddock,PM10B,25,Good,,
7/18/2019,Lawrenceville,PM25B,49,Good,,
7/18/2019,West Mifflin,SO2,1,Good,,
7/19/2019,Lawrenceville 2,CO,2,Good,,
7/19/2019,Lawrenceville,OZONE,40,Good,,
7/19/2019,Liberty 2,PM10,28,Good,,
7/19/2019,Liberty 2,PM25T,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/19/2019,Parkway East,CO,8,Good,,
7/19/2019,Harrison Township,OZONE,44,Good,,
7/19/2019,South Fayette,OZONE,31,Good,,
7/19/2019,Flag Plaza,PM10,20,Good,,
7/19/2019,Lawrenceville,PM25B,66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/19/2019,Avalon,SO2,0,Good,,
7/19/2019,Clairton,SO2,3,Good,,
7/19/2019,Lincoln,PM10,29,Good,,
7/19/2019,Avalon,PM25T,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/19/2019,Liberty,SO2,26,Good,,
7/19/2019,Flag Plaza,CO,3,Good,,
7/19/2019,Parkway East,PM25T,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/19/2019,Lawrenceville 2,SO2,1,Good,,
7/19/2019,Harrison Township,NO2,14,Good,,
7/19/2019,Parkway East,NO2,10,Good,,
7/19/2019,North Braddock,SO2,6,Good,,
7/19/2019,Glassport High Street,PM10,19,Good,,
7/19/2019,Lincoln,PM25,69,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/19/2019,South Fayette,SO2,3,Good,,
7/19/2019,West Mifflin,SO2,4,Good,,
7/19/2019,North Braddock,PM10B,37,Good,,
7/20/2019,Lawrenceville 2,CO,2,Good,,
7/20/2019,Parkway East,NO2,14,Good,,
7/20/2019,Liberty 2,PM10,25,Good,,
7/20/2019,Lincoln,PM10,31,Good,,
7/20/2019,Lawrenceville,OZONE,41,Good,,
7/20/2019,Glassport High Street,PM10,20,Good,,
7/20/2019,Parkway East,CO,7,Good,,
7/20/2019,Harrison Township,OZONE,44,Good,,
7/20/2019,South Fayette,OZONE,42,Good,,
7/20/2019,Flag Plaza,PM10,22,Good,,
